0	0.000000 
0	0.000000 
0	0.000000 
1	0.000000 
1	0.000000 
1	0.000000 
2	0.000000 
2	0.000000 
2	0.000000 
3	0.000000 
3	0.000000 
3	0.000000 
4	0.000000 
4	0.000000 
4	0.000000 
5	0.000000 
5	0.000000 
5	0.000000 
6	0.000000 
6	0.000000 
6	0.000000 
7	0.000000 
7	0.000000 
7	0.000000 
8	0.000000 
8	0.000000 
8	0.000000 
9	0.000000 
9	0.000000 
9	0.000000 
10	0.000000 
10	0.000000 
10	0.000000 
11	0.000000 
11	0.000000 
11	0.000000 
12	0.000024 
12	0.000024 
12	0.000024 
13	0.000084 
13	0.000084 
13	0.000084 
14	0.000108 
14	0.000108 
14	0.000108 
15	0.000325 
15	0.000325 
15	0.000325 
16	0.000373 
16	0.000373 
16	0.000373 
17	0.000553 
17	0.000553 
17	0.000553 
18	0.000469 
18	0.000469 
18	0.000469 
19	0.000770 
19	0.000770 
19	0.000770 
20	0.000782 
20	0.000782 
20	0.000782 
21	0.001118 
21	0.001118 
21	0.001118 
22	0.001311 
22	0.001311 
22	0.001311 
23	0.001876 
23	0.001876 
23	0.001876 
24	0.001419 
24	0.001419 
24	0.001419 
25	0.001876 
25	0.001876 
25	0.001876 
26	0.002128 
26	0.002128 
26	0.002128 
27	0.002020 
27	0.002020 
27	0.002020 
28	0.002249 
28	0.002249 
28	0.002249 
29	0.002441 
29	0.002441 
29	0.002441 
30	0.002561 
30	0.002561 
30	0.002561 
31	0.003343 
31	0.003343 
31	0.003343 
32	0.003800 
32	0.003800 
32	0.003800 
33	0.004630 
33	0.004630 
33	0.004630 
34	0.005063 
34	0.005063 
34	0.005063 
35	0.006049 
35	0.006049 
35	0.006049 
36	0.006782 
36	0.006782 
36	0.006782 
37	0.008021 
37	0.008021 
37	0.008021 
38	0.009307 
38	0.009307 
38	0.009307 
39	0.009800 
39	0.009800 
39	0.009800 
40	0.012422 
40	0.012422 
40	0.012422 
41	0.013336 
41	0.013336 
41	0.013336 
42	0.014226 
42	0.014226 
42	0.014226 
43	0.015416 
43	0.015416 
43	0.015416 
44	0.014911 
44	0.014911 
44	0.014911 
45	0.017448 
45	0.017448 
45	0.017448 
46	0.017833 
46	0.017833 
46	0.017833 
47	0.019312 
47	0.019312 
47	0.019312 
48	0.022174 
48	0.022174 
48	0.022174 
49	0.023954 
49	0.023954 
49	0.023954 
50	0.023148 
50	0.023148 
50	0.023148 
51	0.020936 
51	0.020936 
51	0.020936 
52	0.019024 
52	0.019024 
52	0.019024 
53	0.018266 
53	0.018266 
53	0.018266 
54	0.017388 
54	0.017388 
54	0.017388 
55	0.018675 
55	0.018675 
55	0.018675 
56	0.019384 
56	0.019384 
56	0.019384 
57	0.019721 
57	0.019721 
57	0.019721 
58	0.017412 
58	0.017412 
58	0.017412 
59	0.016570 
59	0.016570 
59	0.016570 
60	0.016390 
60	0.016390 
60	0.016390 
61	0.013829 
61	0.013829 
61	0.013829 
62	0.013167 
62	0.013167 
62	0.013167 
63	0.011664 
63	0.011664 
63	0.011664 
64	0.011183 
64	0.011183 
64	0.011183 
65	0.010269 
65	0.010269 
65	0.010269 
66	0.010498 
66	0.010498 
66	0.010498 
67	0.010558 
67	0.010558 
67	0.010558 
68	0.010053 
68	0.010053 
68	0.010053 
69	0.010810 
69	0.010810 
69	0.010810 
70	0.011748 
70	0.011748 
70	0.011748 
71	0.012362 
71	0.012362 
71	0.012362 
72	0.012001 
72	0.012001 
72	0.012001 
73	0.013023 
73	0.013023 
73	0.013023 
74	0.013853 
74	0.013853 
74	0.013853 
75	0.013961 
75	0.013961 
75	0.013961 
76	0.013360 
76	0.013360 
76	0.013360 
77	0.013348 
77	0.013348 
77	0.013348 
78	0.013264 
78	0.013264 
78	0.013264 
79	0.014466 
79	0.014466 
79	0.014466 
80	0.015344 
80	0.015344 
80	0.015344 
81	0.015813 
81	0.015813 
81	0.015813 
82	0.017448 
82	0.017448 
82	0.017448 
83	0.017244 
83	0.017244 
83	0.017244 
84	0.017845 
84	0.017845 
84	0.017845 
85	0.017593 
85	0.017593 
85	0.017593 
86	0.016859 
86	0.016859 
86	0.016859 
87	0.017376 
87	0.017376 
87	0.017376 
88	0.019024 
88	0.019024 
88	0.019024 
89	0.019324 
89	0.019324 
89	0.019324 
90	0.019661 
90	0.019661 
90	0.019661 
91	0.018434 
91	0.018434 
91	0.018434 
92	0.016727 
92	0.016727 
92	0.016727 
93	0.014779 
93	0.014779 
93	0.014779 
94	0.014370 
94	0.014370 
94	0.014370 
95	0.014202 
95	0.014202 
95	0.014202 
96	0.014430 
96	0.014430 
96	0.014430 
97	0.014057 
97	0.014057 
97	0.014057 
98	0.012879 
98	0.012879 
98	0.012879 
99	0.013179 
99	0.013179 
99	0.013179 
100	0.012061 
100	0.012061 
100	0.012061 
101	0.011833 
101	0.011833 
101	0.011833 
102	0.012169 
102	0.012169 
102	0.012169 
103	0.011760 
103	0.011760 
103	0.011760 
104	0.011845 
104	0.011845 
104	0.011845 
105	0.011027 
105	0.011027 
105	0.011027 
106	0.012037 
106	0.012037 
106	0.012037 
107	0.010209 
107	0.010209 
107	0.010209 
108	0.009283 
108	0.009283 
108	0.009283 
109	0.008285 
109	0.008285 
109	0.008285 
110	0.007949 
110	0.007949 
110	0.007949 
111	0.007660 
111	0.007660 
111	0.007660 
112	0.008574 
112	0.008574 
112	0.008574 
113	0.007167 
113	0.007167 
113	0.007167 
114	0.007912 
114	0.007912 
114	0.007912 
115	0.008033 
115	0.008033 
115	0.008033 
116	0.008129 
116	0.008129 
116	0.008129 
117	0.007912 
117	0.007912 
117	0.007912 
118	0.008754 
118	0.008754 
118	0.008754 
119	0.009067 
119	0.009067 
119	0.009067 
120	0.009127 
120	0.009127 
120	0.009127 
121	0.009295 
121	0.009295 
121	0.009295 
122	0.009500 
122	0.009500 
122	0.009500 
123	0.009151 
123	0.009151 
123	0.009151 
124	0.008393 
124	0.008393 
124	0.008393 
125	0.007816 
125	0.007816 
125	0.007816 
126	0.007660 
126	0.007660 
126	0.007660 
127	0.007431 
127	0.007431 
127	0.007431 
128	0.007407 
128	0.007407 
128	0.007407 
129	0.008033 
129	0.008033 
129	0.008033 
130	0.007924 
130	0.007924 
130	0.007924 
131	0.008357 
131	0.008357 
131	0.008357 
132	0.008658 
132	0.008658 
132	0.008658 
133	0.009187 
133	0.009187 
133	0.009187 
134	0.008706 
134	0.008706 
134	0.008706 
135	0.009355 
135	0.009355 
135	0.009355 
136	0.009704 
136	0.009704 
136	0.009704 
137	0.009873 
137	0.009873 
137	0.009873 
138	0.011219 
138	0.011219 
138	0.011219 
139	0.010618 
139	0.010618 
139	0.010618 
140	0.011484 
140	0.011484 
140	0.011484 
141	0.011460 
141	0.011460 
141	0.011460 
142	0.012037 
142	0.012037 
142	0.012037 
143	0.012338 
143	0.012338 
143	0.012338 
144	0.012819 
144	0.012819 
144	0.012819 
145	0.013071 
145	0.013071 
145	0.013071 
146	0.013961 
146	0.013961 
146	0.013961 
147	0.015368 
147	0.015368 
147	0.015368 
148	0.016306 
148	0.016306 
148	0.016306 
149	0.015512 
149	0.015512 
149	0.015512 
150	0.015452 
150	0.015452 
150	0.015452 
151	0.014310 
151	0.014310 
151	0.014310 
152	0.014430 
152	0.014430 
152	0.014430 
153	0.016017 
153	0.016017 
153	0.016017 
154	0.017136 
154	0.017136 
154	0.017136 
155	0.018759 
155	0.018759 
155	0.018759 
156	0.018218 
156	0.018218 
156	0.018218 
157	0.018074 
157	0.018074 
157	0.018074 
158	0.018001 
158	0.018001 
158	0.018001 
159	0.016715 
159	0.016715 
159	0.016715 
160	0.015969 
160	0.015969 
160	0.015969 
161	0.015729 
161	0.015729 
161	0.015729 
162	0.015753 
162	0.015753 
162	0.015753 
163	0.014490 
163	0.014490 
163	0.014490 
164	0.014923 
164	0.014923 
164	0.014923 
165	0.016366 
165	0.016366 
165	0.016366 
166	0.016691 
166	0.016691 
166	0.016691 
167	0.016101 
167	0.016101 
167	0.016101 
168	0.014839 
168	0.014839 
168	0.014839 
169	0.014947 
169	0.014947 
169	0.014947 
170	0.014117 
170	0.014117 
170	0.014117 
171	0.014394 
171	0.014394 
171	0.014394 
172	0.012915 
172	0.012915 
172	0.012915 
173	0.011568 
173	0.011568 
173	0.011568 
174	0.011087 
174	0.011087 
174	0.011087 
175	0.009115 
175	0.009115 
175	0.009115 
176	0.007973 
176	0.007973 
176	0.007973 
177	0.008009 
177	0.008009 
177	0.008009 
178	0.007383 
178	0.007383 
178	0.007383 
179	0.005736 
